"X","Y","species","ID","diam1","status.x","diam2","status.y","growth","surv","size_class","n_con","n_het","BAc5","BAh5","BAc10","BAh10","BAc15","BAh15","BAc20","BAh20","gap","myc","shade","drought","waterlogging","diameter","count","habit","ph","tec","org","alt","tecat","camg","cations"
148.2,45.8,"ACRU",5533,2.2,1,2.9,1,0.0875,1,"seed",0,0,18.8574099031727,844.632892880884,18.8574099031727,9793.23180116402,52.1582920312245,21501.6648777544,298.498425980834,34383.687013983,22.5717103282342,"am",3.44,1.84,3.08,3.79574468085106,1927,"tree",6.11137442535628,11.0401299571984,7.92927218663856,3.54604011199391,83.4410622675702,7.34923834937255,-0.0134957822959741
148.2,79.6,"COFL",5589,2.1,1,3.4,1,0.1625,1,"seed",0,0,16.61902513749,4221.34234066534,347.65649702788,12334.1519393874,620.283907506403,24740.9846248157,925.277576298534,46026.3979722602,20.2869501232643,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.35714998341856,12.1689126825963,7.71736619187052,2.6958616503324,89.4964544391473,7.18546647912657,0.0123536877438361
148.2,143.7,"LIST",5719,7.9,1,7.9,1,0,1,"sap",0,5,0,834.878247691488,0,9388.55539747349,294.092342284174,17052.8476670242,2007.58766138675,31708.8721968635,23.015821694486,"am",1.59,2.92,2.69,6.77647058823529,289,"tree",6.46153335946954,13.0225739320776,7.54187410307086,2.73225402837745,90.9829895247976,6.45582873975059,0.039248968289805
148.3,109.6,"COFL",5638,5.3,1,NA,3,NA,0,"sap",1,5,0,181.458391671346,0,8548.42283606887,0,19770.4352681223,158.367685667461,36809.475635434,21.7190614079275,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.43604822568964,12.9165639891469,7.59745740955288,2.65750229950602,90.7196122629628,6.90510571910069,0.0265134383268552
148.3,148.8,"CATO",5755,6.9,1,NA,2,NA,0,"sap",0,6,0,196.066797510539,0,4840.21253147762,0,21885.4496902985,1329.56128090737,34206.6111440634,25.451900511638,"ecm",2.2,3,1.26,3.30816326530612,147,"tree",6.43892600525654,12.9499758060325,7.54078409823705,2.70617386755011,90.4375409343982,6.38041102296258,0.0387767735041177
148.3,181,"ACRU",5829,8.3,1,8.6,1,0.0374999999999999,1,"sap",2,4,0,3075.76057953382,0,13942.8437275663,0,28184.4372085257,0,51413.1376697196,26.1406571061669,"am",3.44,1.84,3.08,3.79574468085106,1927,"tree",6.11579841022217,11.9850056736405,7.57976044458311,2.37369848892044,84.2934008935781,5.85841052834088,0.0105431136814181
148.3,181.1,"ACRU",5830,7,1,7,1,0,1,"sap",2,4,0,3075.76057953382,0,13942.8437275663,0,34920.5223666284,0,51413.1376697196,26.1313219334464,"am",3.44,1.84,3.08,3.79574468085106,1927,"tree",6.11624757962897,11.9808683493299,7.58000094940348,2.37268288305308,84.3019203785152,5.85670924679193,0.0105559960029272
148.4,107.7,"COFL",5639,3,1,NA,2,NA,0,"sap",2,5,0,1245.07600047071,0,8548.42283606887,0,19504.625113702,158.367685667461,37117.3831314123,22.1999712132233,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.4324687945893,12.8853904446391,7.60301603561315,2.6486245062339,90.6642838928884,6.9274014575285,0.0256949903001335
148.5,41.3,"ACRU",5534,2.3,1,4.3,1,0.25,1,"seed",0,0,0,1164.37633918162,36.9529835878499,8561.10701640774,52.1582920312245,21351.2689834454,431.199299668467,38875.1120750774,20.1166545613149,"am",3.44,1.84,3.08,3.79574468085106,1927,"tree",5.98651106234947,10.9271261081306,7.96374256138376,3.71060399578074,80.4742836327472,7.36087753655372,-0.0222995386299799
148.6,30.3,"ULRU",5502,2,1,3.1,1,0.1375,1,"seed",0,1,0,3986.03705091146,0,13109.8739974118,24.7400421470196,21720.9401909933,24.7400421470196,41592.1027735713,19.7004275903865,"am",3.31,3,1.73,3.57058823529412,102,"tree",5.70449621839295,10.7477992052349,8.05312644248874,4.09789422174394,73.6465631375226,7.36970824251681,-0.0437065738442462
148.6,130.5,"NYSY",5720,11.8,1,12.3,1,0.0625,1,"sap",1,2,0,989.798035421634,147.411381288067,10693.2195566012,296.982607525477,21301.8046071146,296.982607525477,39752.2840138679,16.9092412223672,"other",3.52,2,1.87,4.07518610421836,403,"tree",6.47839669398541,13.0996680785413,7.55256370611621,2.74943173161131,91.4234959990601,6.64738536060992,0.0386479515393281
148.6,171.2,"LIST",5789,7.8,1,7.8,1,0,1,"sap",0,4,0,4201.94300602942,0,10943.3845796065,359.680942909495,29956.3504430217,534.047189165363,44718.1681054707,27.4070258541384,"am",1.59,2.92,2.69,6.77647058823529,289,"tree",6.16854172450939,12.3667277301124,7.55895714622191,2.48437451190901,85.2737374353223,6.02616269517523,0.0169733429212783
148.7,101.1,"JUVI",5640,2.9,1,3,1,0.0125,1,"sap",0,6,0,0,0,3981.1440203535,0,16993.9742206959,0,43333.4875814561,23.318543341426,"am",1.28,4.65,1.19,3.83732928679818,659,"tree",6.41480532505526,12.7602690325392,7.62451074957617,2.62387715072498,90.446072411528,7.00090979406268,0.0227231287553851
148.7,178.1,"CAGL",5833,12.5,1,NA,2,NA,0,"sap",0,6,0,1326.01913519045,0,13146.2850562669,0,25562.4796878029,0,55801.8012351151,26.4925772936982,"ecm",2.69,4,1.16,6.81511627906977,86,"tree",6.1125626305303,12.1135425944976,7.57195201995014,2.40486720494168,84.2501187719031,5.9114945164814,0.0111158181602416
148.9,145,"COFL",5756,3.3,1,3.3,1,0,1,"sap",2,4,0,337.092891730185,0,9610.22617511079,0,17222.9099313447,450.920647551377,35196.4013255034,23.4839142208563,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.4631076957112,13.0095889306958,7.54011957588886,2.73161945825509,90.9746392176296,6.44368943987788,0.0394943665275753
149,147.8,"COFL",5757,7.7,1,NA,2,NA,0,"sap",2,5,0,196.066797510539,0,7523.17192755148,292.552961883916,21296.7152270158,292.552961883916,33318.8284760854,24.7490183235331,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.45112724420327,12.9702947379288,7.53941137250466,2.71731534168906,90.6887549216099,6.4026848257106,0.0392814908016402
149,151.9,"COFL",5758,3.8,1,NA,2,NA,0,"sap",2,3,0,196.066797510539,292.552961883916,7112.75426328651,292.552961883916,22162.4360605839,292.552961883916,32798.8084981184,26.2572425858942,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.42706390734221,12.8992566256572,7.5397052757324,2.6890601925589,90.164340987172,6.34005082422456,0.0385426410177169
149.1,168.7,"JUVI",5793,2.6,1,3.5,1,0.1125,1,"sap",0,7,0,4201.94300602942,0,12671.6375301993,0,25903.6095260929,0,45742.2723326695,27.6480091953712,"am",1.28,4.65,1.19,3.83732928679818,659,"tree",6.21385877804368,12.4613668390044,7.5537212342288,2.51584767756814,86.1505521937285,6.07246637230801,0.0212201530594991
149.2,123,"COFL",5681,2,1,NA,2,NA,0,"seed",0,0,95.0331777710912,3382.58422604667,284.573316543797,10124.4263526871,392.864015313038,23915.4290533237,612.123620588703,45419.285191954,18.0428936650266,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.46598966502321,13.0757879245448,7.56410200246226,2.73021537743588,91.2132085686573,6.75263996031545,0.0344536000542072
149.4,185,"ACRU",5834,3.2,1,3.2,1,0,1,"sap",2,0,0,4456.05858179666,0,11317.2733752919,0,30395.686467663,0,49753.1279655444,26.0254735751974,"am",3.44,1.84,3.08,3.79574468085106,1927,"tree",6.14937201653096,11.8513362143013,7.58659663033696,2.33436860236226,84.961945054813,5.80069439182297,0.012772246030757
149.5,204.3,"OXAR",5864,2.8,1,4.1,1,0.1625,1,"sap",0,0,0,5098.85985464767,0,11168.4404233281,0,29595.1850975834,277.999533916161,56300.0970998826,26.4916180516583,"eric",2.7,3,1.12,5.11203319502075,482,"shrub-tree",6.39229476921836,10.9328273448362,7.65121377833255,2.25755137965085,89.3697139685718,5.4662302941933,0.0277637339921253
149.5,212.3,"COFL",5884,2.4,1,3.8,1,0.175,1,"seed",0,0,14.3884943534413,1518.29245957178,247.156948039543,17774.4479376089,340.053842806193,31683.1189910857,640.987003093559,57521.0535227554,26.5998659461671,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.355601858165,10.510273659607,7.68599786248746,2.29890932645082,88.5687252320225,5.32606352370315,0.0255708396098073
149.6,35.1,"COFL",5535,2.3,1,3,1,0.0875,1,"seed",0,1,0,3079.85250396512,79.403754319482,9506.06667068102,434.977064834409,20726.0292135279,598.614772178267,41922.0092721064,19.2015990794066,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",5.81702014667653,10.8005651147701,8.01450604934968,3.94976450804235,76.4418247676654,7.3783546832943,-0.0347691174444032
149.6,196.5,"CAGL",5865,11.9,1,12.4,1,0.0625,1,"sap",0,2,0,5954.44905190795,0,10585.4943445096,1029.21716924255,30726.2212847288,1029.21716924255,45416.1043293922,26.5211260444249,"ecm",2.69,4,1.16,6.81511627906977,86,"tree",6.28064072505329,11.3306660682729,7.62139182964414,2.26044191768453,87.3271204503407,5.60350225639567,0.0204679933580408
149.6,216.5,"COFL",5885,2.6,1,NA,3,NA,0,"sap",1,1,0,5449.62652840261,130.698108370969,16811.8953644755,130.698108370969,33505.5411814699,130.698108370969,47344.1861346982,27.5151305371801,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.26847775776547,10.2912343773842,7.70569544428842,2.3374068783257,86.787242388638,5.25345439668929,0.0199227221062177
149.7,62.1,"OXAR",5567,10,1,10.1,1,0.0125,1,"sap",0,3,0,3854.27080103827,0,8723.5666265065,0,18698.7280582399,0,30455.337458173,24.7075225590061,"eric",2.7,3,1.12,5.11203319502075,482,"shrub-tree",6.25131031259178,11.5746638692195,7.81794201096306,3.04277006813549,86.9581588994659,7.30691380862312,-0.00233399207834389
149.8,105.2,"FAGR",5641,3.8,1,6.8,1,0.375,1,"sap",2,8,0,1245.07600047071,0,3353.54805594586,307.907495978336,19571.9023203787,307.907495978336,38472.0692995667,23.0686887163209,"ecm",4.75,1.5,1.5,4.15479452054795,146,"tree",6.44927494061233,12.8536079418561,7.60986591777314,2.64311620885096,90.9563673907461,6.96920871236542,0.0260718184829098
149.8,137,"ACRU",5722,12.6,1,13.9,1,0.1625,1,"sap",2,3,0,2189.4858760296,0,7595.02800552071,0,17399.5538322744,221.670777637296,31542.3049543702,19.0270295622993,"am",3.44,1.84,3.08,3.79574468085106,1927,"tree",6.48416282539235,13.0852936972627,7.54334618241324,2.76075473592721,91.4593778624436,6.56934182091686,0.0397700296869545
149.8,172.2,"ACBA",5794,2.6,1,2.3,1,-0.0375,1,"sap",0,4,0,3771.53695850598,0,11141.6583459562,0,30853.5264730339,0,48655.88746137,27.2121131566477,"other",4.5,2.5,1,3.06111111111111,18,"tree",6.16797508668551,12.3581836272953,7.55747803535657,2.47573734271421,85.3517081164084,6.02134045443173,0.0170734964281495
149.8,218.2,"ACRU",5886,11.8,1,13.7,1,0.2375,1,"sap",0,1,0,3956.85165515961,0,19062.3202840031,0,32963.4672230746,0,45177.4925133704,28.021643350865,"am",3.44,1.84,3.08,3.79574468085106,1927,"tree",6.22515725070934,10.2109776856122,7.71339319024823,2.35389039876576,85.8789137447906,5.22552832016449,0.0168998946262107
149.9,137,"ACRU",5724,10.3,1,11,1,0.0874999999999999,1,"sap",2,3,0,2189.4858760296,0,7595.02800552071,0,19960.2738581971,221.670777637296,33771.2806500554,19.0283894957822,"am",3.44,1.84,3.08,3.79574468085106,1927,"tree",6.48464102441487,13.0854480960013,7.54318874653346,2.76145518857851,91.4675193148928,6.57036229580772,0.0397623083892649
149.9,193.5,"OXAR",5867,2.1,1,2.5,1,0.05,1,"seed",1,0,0,5668.50914255984,132.732289614169,15049.6425273892,138.889811215205,32908.528621545,402.987797639231,47124.5652462674,26.3414747795144,"eric",2.7,3,1.12,5.11203319502075,482,"shrub-tree",6.23551091842342,11.4863902244982,7.61026488616596,2.27107889235864,86.5084877846421,5.65855986761894,0.0177275849390588
149.9,193.5,"OXAR",5866,2.2,1,3.4,1,0.15,1,"seed",1,0,0,5668.50914255984,132.732289614169,15049.6425273892,138.889811215205,32908.528621545,402.987797639231,47124.5652462674,26.3414747795144,"eric",2.7,3,1.12,5.11203319502075,482,"shrub-tree",6.23551091842342,11.4863902244982,7.61026488616596,2.27107889235864,86.5084877846421,5.65855986761894,0.0177275849390588
150,165.5,"FRAX",5795,7.4,1,NA,2,NA,0,"sap",0,3,0,2078.21851822109,0,12604.6901907513,0,24596.9268936853,271.716348608981,46250.6370018918,27.6848724817586,"am",2.98,NA,NA,3.30394904458599,785,"tree",6.2758177400684,12.5765305628516,7.54720653379277,2.55740874448798,87.3582260932644,6.13387210625542,0.0268345012398778
150.1,103.4,"COFL",5643,2.4,1,3,1,0.075,1,"seed",0,1,14.6162598208265,1352.94258423171,170.407839512344,2475.25299778176,348.740346493369,20907.9902600239,543.362011383257,44318.8638252178,23.4322320898368,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.44939330785769,12.8224719368108,7.61569389505544,2.63686315029102,90.9739422828202,6.99147584233163,0.0254600615058881
150.1,103.4,"COFL",5642,3.1,1,3.6,1,0.0625,1,"sap",1,3,0,1245.07600047071,0,2057.9473916238,0,19905.8222035287,0,42623.0399647917,23.4322320898368,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.44939330785769,12.8224719368108,7.61569389505544,2.63686315029102,90.9739422828202,6.99147584233163,0.0254600615058881
150.3,231.5,"JUVI",5920,2.1,1,3.5,1,0.175,1,"seed",1,0,0,811.709001871263,7.06858347057703,7200.0198532216,7.06858347057703,29188.1839153292,7.06858347057703,50946.3048553778,36.9268007200307,"am",1.28,4.65,1.19,3.83732928679818,659,"tree",5.72400512691895,9.57685480455632,7.78452191659211,2.55057380249269,73.9167069267646,4.99901146647196,-0.0268661524268255
150.5,85,"CECA",5614,8.5,1,9.2,1,0.0874999999999999,1,"sap",0,2,0,9029.49491911308,0,15176.6492643922,0,26176.5196799103,0,35130.6163753372,21.1176586668564,"am",3,4.05,1.31,2.75465367965368,924,"shrub-tree",6.41775543274988,12.3697857330401,7.6907694191224,2.65410235669767,90.522360595614,7.16740861716908,0.0166760345327427
150.5,105.8,"ULRU",5644,2.2,1,2.9,1,0.0875,1,"seed",0,1,0,1443.14556329791,0,3672.62391380771,0,20186.0208523024,31.9107273788383,41151.3608862175,23.1277118284604,"am",3.31,3,1.73,3.57058823529412,102,"tree",6.46344783352628,12.8712569368965,7.60747663106222,2.64846282666467,91.1829457976641,6.96993126124185,0.0272122598685096
150.6,213,"COFL",5888,3.4,1,4.3,1,0.1125,1,"sap",1,1,0,4780.96209403092,130.698108370969,17424.4431000725,130.698108370969,31114.812734033,130.698108370969,50488.1271287966,26.0260854119522,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.34335778432726,10.5253318891071,7.68514797558857,2.29016744588695,88.3419022916989,5.32374375717167,0.0243888746902091
150.7,138.1,"COFL",5727,6.6,1,NA,2,NA,0,"sap",2,3,0,1199.68784060797,0,8681.89339995663,158.367685667461,16722.7134030217,158.367685667461,33429.8759224082,19.5024172874763,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.48952349774366,13.0798794594887,7.54097561424357,2.76568445347018,91.534117717516,6.56281234603732,0.040002680120974
150.8,26.9,"COFL",5503,2.6,1,3.4,6,0.1,1,"sap",1,0,0,3820.12168889375,0,10843.1756279386,0,24323.7339965292,0,40630.0607092441,21.4693209961584,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",5.72883259584314,10.7027440113387,8.08584835038066,4.24722256741152,74.4813047477285,7.38932879794755,-0.0425909041605975
150.8,196.1,"COFL",5868,3.3,1,4.5,1,0.15,1,"sap",1,1,0,2395.57435410509,0,13081.4033139887,0,31942.9993893723,165.129963854314,46626.2222576101,26.4695551089811,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.29189618794977,11.3978562902193,7.61609668943223,2.25395180194177,87.5708685389274,5.62173740764932,0.0216966796713258
150.9,130.5,"LIST",5728,11.8,1,11.2,1,-0.0750000000000002,1,"sap",0,3,0,1148.1657210891,507.005930399589,8392.84331388147,1079.12922252646,21833.0086549285,3377.77758928667,37500.1233643991,17.7240981330184,"am",1.59,2.92,2.69,6.77647058823529,289,"tree",6.47824183801797,13.1035877864257,7.54936163331975,2.76484781865854,91.4421397268308,6.67096542347526,0.0371289196693688
151,43.4,"PRSE",5537,2,1,3.5,1,0.1875,1,"seed",0,0,0,1387.62576712734,0,7089.49076968667,0,20519.0767974727,0,38920.9007880035,22.6056951043136,"am",2.46,3.02,1.06,2.219375,160,"shrub-tree",6.04325107748376,10.970741698066,7.95047437877477,3.66882110907797,81.9752529816431,7.38180127657357,-0.0177047492245674
151,101.8,"CAGL",5645,10.7,1,10.7,1,0,1,"sap",0,6,0,1245.07600047071,0,2365.85488760213,878.899814749915,15708.8272059287,1100.57059238721,43364.4401230756,23.8288793705897,"ecm",2.69,4,1.16,6.81511627906977,86,"tree",6.46214564492934,12.8004508397117,7.62081154606773,2.63414806022808,91.1933403259962,7.01741275481992,0.0256029688013592
151,140.7,"COFL",5729,6,1,6.3,1,0.0375,1,"sap",4,4,0,3194.72483934363,0,10212.4773407856,158.367685667461,18457.8778574525,158.367685667461,34810.0796768914,20.6704029959477,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.49214999690768,13.0607911287076,7.53852749174126,2.7623396467243,91.5385445427308,6.52832441826303,0.0405696704369338
151.2,30.8,"ACRU",5504,2.2,1,3.5,1,0.1625,1,"seed",0,2,0,975.755116260088,18.0955736846772,10730.902960481,332.254839043657,22896.343520389,603.578488570939,42603.3657407986,20.2850314783264,"am",3.44,1.84,3.08,3.79574468085106,1927,"tree",5.77356287007134,10.7312554796162,8.05281916353977,4.12520937959386,75.546447047638,7.39473277784349,-0.0385055760730023
151.2,51,"LIST",5568,5.3,1,5.8,6,0.0625,1,"sap",0,4,0,897.270277791781,0,10030.3513606753,668.161779547111,16674.0815487442,3915.0527649036,34441.1388896355,27.8641377013089,"am",1.59,2.92,2.69,6.77647058823529,289,"tree",6.17819328630227,11.195918314499,7.89428378246705,3.39970522382474,85.1691833804248,7.36513649647106,-0.00802010844374302
151.2,111.6,"CECA",5646,2.8,1,4.4,1,0.2,1,"sap",2,3,0,1385.4423602331,181.458391671346,9339.16170697742,181.458391671346,20319.6642037861,181.458391671346,34653.1885397712,21.9489294477287,"am",3,4.05,1.31,2.75465367965368,924,"shrub-tree",6.48442035089559,12.9688423849736,7.58937900915322,2.68128160161029,91.5102212259041,6.91218445109322,0.0308633735614131
151.3,22.7,"COFL",5505,3.2,1,3.9,1,0.0875,1,"sap",1,3,0,2563.11549032104,0,13747.2324609905,0,27334.4950240602,0,41069.3888799037,23.4002821447128,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",5.71970990920703,10.6870835485732,8.12412557921471,4.38235670062534,74.3773993594565,7.38962970256099,-0.0440550821147948
151.4,20.6,"NYSY",5507,2.4,1,2.7,1,0.0375,1,"seed",0,0,16.61902513749,4804.30412744709,16.61902513749,15108.955796689,209.84268129653,25361.6533774222,209.84268129653,41670.6033200029,24.2455406919822,"other",3.52,2,1.87,4.07518610421836,403,"tree",5.71828718814812,10.6894720725471,8.14345015940865,4.44175654820334,74.3902076339066,7.38732170158321,-0.0444291938610122
151.6,223.9,"COFL",5892,2.3,1,NA,2,NA,0,"seed",0,0,8.55298599939821,5807.54032544446,244.753629659547,11583.2406093448,506.063452603512,31397.81525425,791.869844263843,51345.4363480347,29.9395988198354,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.03769475106255,10.0056499971941,7.73610741646978,2.39899535590229,81.746194497639,5.14196751708001,0.00110386070921057
151.6,223.9,"COFL",5891,3.3,1,NA,2,NA,0,"sap",0,0,0,5807.54032544446,130.698108370969,11334.3400773825,130.698108370969,30946.4155138189,130.698108370969,50272.8494922094,29.9395988198354,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.03769475106255,10.0056499971941,7.73610741646978,2.39899535590229,81.746194497639,5.14196751708001,0.00110386070921057
151.7,109.7,"NYSY",5648,2.4,1,3.4,1,0.125,1,"seed",0,0,0,1402.21061102163,411.964898646864,7895.54490478148,411.964898646864,22202.9076279438,752.411440534755,36804.2527376474,22.56416282843,"other",3.52,2,1.87,4.07518610421836,403,"tree",6.49126615758053,12.9452888243071,7.59458793628115,2.67280208610272,91.6221229477306,6.93899888703501,0.0306624366514061
151.7,175.3,"ULAL",5799,3.6,1,4.1,1,0.0624999999999999,1,"sap",0,3,0,4803.20457001834,0,12656.9977084336,0,27296.3560892456,0,49427.4076392202,26.8043157016968,"am",3.03,3.5,1.71,3.60064935064935,462,"tree",6.16300161763432,12.2914566297625,7.55816976531141,2.44019603843702,85.4076342389414,5.98792777746621,0.0167987627600776
151.9,135.9,"COFL",5730,3.2,1,4,1,0.1,1,"sap",2,3,0,2175.13665158433,158.367685667461,10946.7382297642,158.367685667461,19875.0345955235,158.367685667461,36532.3636014424,18.701023606972,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.49169304471261,13.091802257472,7.5413365278807,2.77583840496704,91.601545914697,6.60624212674533,0.0392045247796236
151.9,165.4,"COFL",5800,2.5,1,3.7,1,0.15,1,"seed",0,0,0,2132.69373483433,452.742771290459,14429.3743278461,764.325930673495,24655.8003400136,1276.36626330046,45323.7179434318,27.1926566558473,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.28978307091964,12.6062572263193,7.54269983455328,2.56557194527516,87.7314001285991,6.1542374325879,0.0278937869953005
152,228.9,"COFL",5922,4.7,1,4.9,1,0.025,1,"sap",3,1,0,2751.7681291691,0,10022.4109852434,130.698108370969,26446.4531746884,130.698108370969,47736.7595526908,34.1217391553198,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",5.83506595678267,9.78190767147919,7.76233215491027,2.46955433005808,76.8105801742541,5.05856120708439,-0.0169884634359476
152.1,89.7,"COFL",5615,11.5,1,11.4,1,-0.0125,1,"sap",0,1,0,2622.98639231682,0,17038.3020930381,0,26601.3101305654,0,35881.2528160227,22.5255465335728,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.46011508705848,12.5279789436379,7.66910503565154,2.63311542313098,91.2047719971511,7.14410485521166,0.020392284614405
152.3,60.3,"LIST",5569,8.4,1,8.6,1,0.0249999999999999,1,"sap",2,3,0,784.267190042156,1152.09271190608,6766.44079711804,1429.68383877728,20341.5925205082,1429.68383877728,32267.2038972412,27.1293680104236,"am",1.59,2.92,2.69,6.77647058823529,289,"tree",6.28626167593096,11.5290499109541,7.83150202113402,3.11039152775171,87.4921415523806,7.3410952568425,-0.00101343738842839
152.4,158.1,"LIST",5759,11.5,1,11,1,-0.0625,1,"sap",0,2,0,3312.95082487985,0,9973.38643188413,1333.16625847736,19966.5727514675,1333.16625847736,36864.5399006698,26.3116535250316,"am",1.59,2.92,2.69,6.77647058823529,289,"tree",6.39709345922122,12.7941450075887,7.53532806631121,2.6518768980384,89.6951842640009,6.27689174549059,0.0362837864548274
152.5,112.4,"CECA",5685,4.3,1,5.8,1,0.1875,1,"sap",3,0,0,1535.01358647051,181.458391671346,11716.0278768304,181.458391671346,17054.182843902,181.458391671346,33705.4878459076,22.1235898393554,"am",3,4.05,1.31,2.75465367965368,924,"shrub-tree",6.504059203767,12.9879498217714,7.58625329546313,2.69133186528604,91.8268113047373,6.91613945934106,0.0326315999462961
152.6,231.8,"JUVI",5924,2,1,2.4,6,0.05,1,"seed",2,0,0,814.442187479886,7.06858347057703,7968.86967731626,7.06858347057703,30575.6526028239,7.06858347057703,52523.659256837,36.7550390088116,"am",1.28,4.65,1.19,3.83732928679818,659,"tree",5.71189110151519,9.67999490673642,7.77680061452035,2.5061095050537,73.7006539355908,5.01356816487134,-0.0284155235544687
152.7,48.5,"ACRU",5570,2.1,1,3.5,6,0.175,1,"seed",0,0,0,1502.22321314867,18.8574099031727,6275.77900249875,265.197543852782,20466.2587709842,298.498425980834,40611.1875913777,27.4583863316218,"am",3.44,1.84,3.08,3.79574468085106,1927,"tree",6.13589862550287,11.1185390535836,7.91420218737236,3.50184020952203,84.2443432669518,7.38681865945787,-0.0105828683431836
152.8,75,"CAGL",5592,11,1,11.1,1,0.0125,1,"sap",0,2,0,0,0,11910.0369311528,0,22834.6269327092,456.167107282872,43173.9653604885,22.7345596268526,"ecm",2.69,4,1.16,6.81511627906977,86,"tree",6.41032423359314,12.0760976208032,7.74287138864135,2.77557357358184,90.1404195465167,7.26434796025989,0.0105416236792581
152.8,131.7,"NYSY",5732,8.7,1,8.5,1,-0.0249999999999999,1,"sap",1,3,0,1383.22753741232,147.411381288067,9621.52020070044,147.411381288067,21356.9474121667,296.982607525477,40422.118691503,18.4706298109089,"other",3.52,2,1.87,4.07518610421836,403,"tree",6.48072043729086,13.1027297888106,7.54533857014299,2.7791904484574,91.48447701229,6.67380264395153,0.0365883952894142
152.9,41.8,"LIST",5539,10.9,1,11.5,1,0.075,1,"sap",0,0,0,886.031230073563,818.534111911187,5402.27487313137,818.534111911187,16564.974035885,3080.95206139388,37394.7464928161,22.6330807320282,"am",1.59,2.92,2.69,6.77647058823529,289,"tree",6.01531688396042,10.9259619904335,7.96546451454931,3.75025196538078,81.4174897173963,7.40284065959402,-0.0193863453350463
152.9,53.8,"COFL",5571,7.2,1,8.3,1,0.1375,1,"sap",0,4,0,897.270277791781,0,7905.69224905257,260.155287643771,17796.3212764595,260.155287643771,40803.3352520529,29.2674910290377,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.21644183769319,11.2969522296921,7.87625950167915,3.31878513488875,86.0113415696439,7.37264740016876,-0.00540795816169871
152.9,168.6,"CECA",5802,2.8,1,3.5,1,0.0875,1,"sap",0,4,0,2400.11395548953,0,13374.4667846788,0,27148.528446931,0,48557.9483103943,26.9398568572989,"am",3,4.05,1.31,2.75465367965368,924,"shrub-tree",6.24744630925599,12.5279530657308,7.54446577892271,2.52780569299596,87.0321027171829,6.11140821948874,0.0244162226511087
152.9,176.3,"CECA",5838,2.1,1,2.9,1,0.1,1,"seed",0,0,0,1827.38590677684,6.15752160103599,15422.2197081417,20.011945203367,28680.7617239031,41.4140451559474,51409.6819178006,26.6754108405198,"am",3,4.05,1.31,2.75465367965368,924,"shrub-tree",6.17378315890471,12.2822386481139,7.55708039413429,2.42754848762603,85.699044136253,5.98264796328789,0.0179395692233782
153.1,210.4,"OXAR",5893,5.7,1,6.9,6,0.15,1,"sap",0,1,0,3985.07101117048,0,13511.8486314203,0,24673.880205735,874.179571787896,53966.0508378981,24.645214156672,"eric",2.7,3,1.12,5.11203319502075,482,"shrub-tree",6.38887581201346,10.7797150101933,7.66450448855054,2.23647567103543,89.2889519116237,5.39198557834559,0.0266665958668359
153.2,127.2,"COFL",5687,6.3,1,6.9,1,0.0750000000000001,1,"sap",0,2,158.367685667461,2708.13140721074,158.367685667461,7934.42996785128,158.367685667461,23343.7927080582,158.367685667461,35888.5177490341,19.2294082857102,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.47231013909483,13.1003076608416,7.55195731541041,2.77041953323954,91.380877877233,6.7385886790016,0.0341137965241805
