"X","Y","species","ID","diam1","status.x","diam2","status.y","growth","surv","size_class","n_con","n_het","BAc5","BAh5","BAc10","BAh10","BAc15","BAh15","BAc20","BAh20","gap","myc","shade","drought","waterlogging","diameter","count","habit","ph","tec","org","alt","tecat","camg","cations"
153.2,210.3,"OXAR",5894,2.5,1,2.9,6,0.05,1,"seed",0,1,25.5175863287831,3994.15021393936,133.745453244951,13893.6856565192,133.745453244951,25534.7315706901,316.185592620545,55386.600496035,24.6059043406404,"eric",2.7,3,1.12,5.11203319502075,482,"shrub-tree",6.39055248149455,10.7895335301807,7.66372469204668,2.23443649961976,89.323234554345,5.3946479081698,0.0267571747663736
153.3,60.8,"LIST",5572,11.2,1,11.3,6,0.0125000000000002,1,"sap",2,4,0,784.267190042156,1429.68383877728,6214.89493687218,1429.68383877728,19072.3576725313,1429.68383877728,34245.5747469495,27.4685178258597,"am",1.59,2.92,2.69,6.77647058823529,289,"tree",6.30989849122395,11.5559868306581,7.82914294180788,3.10127657101896,87.9159976633184,7.34865241772671,0.000249424168605426
153.3,202.3,"FAGR",5870,2.1,1,4.9,1,0.35,1,"seed",0,0,0,418.028172468292,6.15752160103599,10527.9560750591,994.620380144895,27004.5335476537,1291.76006730305,50655.7860747371,25.7254813533967,"ecm",4.75,1.5,1.5,4.15479452054795,146,"tree",6.40191641772582,11.1985069080005,7.63059600047671,2.21602302615094,89.6208544307116,5.53631744291891,0.0286550715214026
153.4,32.5,"JUVI",5541,2.3,1,3.4,1,0.1375,1,"seed",0,1,0,3477.93941706475,0,9635.86157116408,0,22916.2847797577,0,45315.2199353038,20.70083128811,"am",1.28,4.65,1.19,3.83732928679818,659,"tree",5.85402201276501,10.7379636198198,8.04210807820528,4.09831485425159,77.6497387560334,7.41543315728303,-0.0322276864924972
153.4,118,"QUAL",5689,9.6,1,10.6,1,0.125,1,"sap",0,4,0,7332.86209857864,0,11424.4645166324,2264.84482980759,17316.2466490828,2264.84482980759,32012.6720604473,21.1485553444065,"ecm",2.85,3.56,1.43,7.02021276595745,282,"tree",6.49952563891088,13.0514792706118,7.57096756903099,2.72810197754292,91.7642225588882,6.85823851288409,0.0337044922230764
153.4,206.5,"ACBA",5871,2.5,1,3.1,1,0.075,1,"seed",0,0,0,3819.16350313441,0,10105.7103144533,0,32137.8959436194,5.7255526111674,52638.2331409134,25.0048912538195,"other",4.5,2.5,1,3.06111111111111,18,"tree",6.41894913680309,10.9932378292019,7.64690969654185,2.21771119182147,89.8983703267965,5.46335125205109,0.0290114800995658
153.5,103.4,"ACRU",5650,2.1,1,3,1,0.1125,1,"seed",0,0,0,1487.52055952986,84.948665353068,4556.06332994206,378.876074022929,25774.8749131305,389.910918218663,40561.8881486612,24.115146098651,"am",3.44,1.84,3.08,3.79574468085106,1927,"tree",6.51398788935072,12.8578445402875,7.61427979188531,2.64743608746934,92.000284607956,7.02606008695433,0.0293107803392715
153.5,134,"NYSY",5733,2.3,1,3.4,1,0.1375,1,"seed",0,0,59.4467869875528,2408.62767158076,339.975302989853,7785.52633005276,390.24078544729,23180.5005759062,558.975726871598,41179.8865475121,18.6602269403457,"other",3.52,2,1.87,4.07518610421836,403,"tree",6.48990092831079,13.0968970200942,7.54149195966087,2.78615940453265,91.6027667369034,6.64899489176703,0.0377725577022771
153.6,27.7,"COFL",5512,2,1,0.9,1,-0.1375,1,"seed",1,0,22.6587370140164,1744.65991822619,87.4462315126719,8967.55056596592,145.416469953038,28337.9746954882,560.939222280091,45042.0506000926,22.3696598155513,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",5.80084907243432,10.6848651957924,8.0838876428443,4.26554472072831,76.449761724889,7.41601768288458,-0.0370154489123536
153.6,49.7,"OXAR",5573,3.4,1,4.5,6,0.1375,1,"sap",0,3,0,754.767635024948,0,5333.576095779,0,20458.2712716625,383.596316984948,40758.7481983168,28.6028766229903,"eric",2.7,3,1.12,5.11203319502075,482,"shrub-tree",6.15330885559453,11.1594283749418,7.90652740232084,3.46659702209666,84.6631559673411,7.39221627795935,-0.00920846674919189
153.6,95.2,"ULRU",5619,2.1,1,2.5,1,0.05,1,"seed",0,0,0,1473.14777313969,0,11081.5910944196,0,27752.8295018122,0,39923.2023621864,24.1107143141539,"am",3.31,3,1.73,3.57058823529412,102,"tree",6.50449016190258,12.6888328653273,7.64551126267669,2.62746193401194,91.89296058184,7.10912304341295,0.0248033902024508
153.7,78.5,"COFL",5593,6.7,1,7.6,1,0.1125,1,"sap",1,1,0,6115.4949453126,0,9135.46869330029,0,25659.8612060825,0,45340.5176101468,22.5468399251302,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.44589517929827,12.2097714614361,7.72430709016761,2.72601511858839,90.8236652968273,7.24914111628919,0.0136043273906016
153.7,228.7,"COFL",5926,7,1,8.3,6,0.1625,1,"sap",3,2,0,2751.7681291691,0,9149.92787348844,130.698108370969,24951.2514211205,357.678177592832,47805.6860955106,33.157867206052,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",5.84158897307362,9.87910514754438,7.75449559947281,2.42815384459722,77.0768984027993,5.07669532807616,-0.0170878438645511
153.8,157.1,"COFL",5761,6.4,1,NA,2,NA,0,"sap",2,2,0,3835.74325836373,292.552961883916,8726.37049794983,292.552961883916,22308.6850525901,292.552961883916,36903.0244106762,25.5295968804316,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.41579680295873,12.8229306163845,7.53214379880649,2.66910886112342,90.0782888835683,6.30655296622604,0.0373078699884936
153.9,57.6,"LIST",5574,8.3,1,8.2,6,-0.0125000000000002,1,"sap",2,3,0,784.267190042156,277.591126871194,5399.69876715543,1429.68383877728,20145.7142185568,2673.78594552537,35530.7060537535,28.9446728122883,"am",1.59,2.92,2.69,6.77647058823529,289,"tree",6.27832565694938,11.4408163048197,7.85111501262884,3.20127768722823,87.254872798236,7.36814403318511,-0.00177829118562253
153.9,119.6,"CACR",5690,3.4,1,3.7,1,0.0375,1,"sap",1,3,0,5947.41973834554,0,11234.0840018248,0,21533.0022644739,0,33447.453133305,21.1022813541902,"ecm",4.58,2.02,2.3,3.49686924493554,543,"shrub-tree",6.49645290789566,13.0653893643819,7.56681039709884,2.7395623249015,91.7246887064029,6.84346379452307,0.03364725264595
153.9,151,"COFL",5762,5,1,5.7,1,0.0875,1,"sap",2,1,0,2740.42697968964,0,9152.7160369685,292.552961883916,18403.4890346372,292.552961883916,33702.6918284459,23.8146269825679,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.47438040924643,12.9345061421433,7.53048896437803,2.72613858412537,91.0952053177633,6.40289969875002,0.0410622281192395
153.9,233.8,"ACRU",5927,3.6,1,5.6,1,0.25,1,"sap",1,4,0,1600.05240838145,0,7407.59273382591,0,23527.7251039442,174.366246255868,42815.0148378709,38.5747680175382,"am",3.44,1.84,3.08,3.79574468085106,1927,"tree",5.63159502565626,9.6609782256538,7.78351198401753,2.50994668705173,71.6661462964813,4.99015809313227,-0.035800946876647
154,26.2,"COFL",5513,2.2,1,2.5,1,0.0375,1,"seed",1,0,30.7012142072063,1768.26113303628,30.7012142072063,11081.6931961808,121.658175510265,33241.7337923663,560.939222280091,44131.9390623292,23.2407882927578,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",5.79746970197786,10.6722260561518,8.09792953042463,4.31980763857587,76.4247259249455,7.41854731634801,-0.0375389683926013
154,232.8,"JUVI",5928,2.3,1,4,1,0.2125,1,"seed",1,0,0,1754.50881119519,7.06858347057703,8080.71037578406,7.06858347057703,24925.7338347917,7.06858347057703,45231.3158495081,37.5750558367996,"am",1.28,4.65,1.19,3.83732928679818,659,"tree",5.67211447199483,9.70914297315873,7.77713395069742,2.48980701415741,72.7253342185161,5.00825814710491,-0.0321555613100733
154.1,107.3,"FAGR",5651,5.5,1,9.2,1,0.4625,1,"sap",2,4,0,1245.07600047071,0,3491.66817696094,0,17761.5831156924,307.907495978336,38187.2839255188,23.6264826743106,"ecm",4.75,1.5,1.5,4.15479452054795,146,"tree",6.52991772384763,12.9284607195076,7.60094032646028,2.66811873930747,92.2401040685744,6.99004097550877,0.0323560744837562
154.2,58.3,"NYSY",5575,6.8,1,7.1,1,0.0375,1,"sap",0,5,0,784.267190042156,0,6542.86150194368,0,21205.5619161719,0,36185.7045600821,28.8290684193012,"other",3.52,2,1.87,4.07518610421836,403,"tree",6.29247645274326,11.469266295477,7.84670504280998,3.18091424558931,87.5263113393926,7.36819162319819,-0.000977927655152085
154.2,229.8,"COFL",5929,6.8,1,NA,2,NA,0,"sap",3,4,0,2224.91518718046,0,9149.92787348844,130.698108370969,28275.4884176083,357.678177592832,50904.7887084606,34.2116781189769,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",5.79608500126266,9.85408889707296,7.7588363520757,2.43406242115151,75.9431183648922,5.06189800659496,-0.0212204197561831
154.2,231,"MORU",5930,2.9,1,3.5,1,0.075,1,"sap",0,6,0,1600.05240838145,0,7407.59273382591,0,23624.1484364645,0,45489.3584160923,35.5875985978241,"am",2.34,2.88,1.57,2.91927083333333,192,"tree",5.74642610936028,9.79936692309101,7.76576513815328,2.45396208168093,74.6621728806343,5.04109372302598,-0.0255726221126333
154.4,21.7,"OXAR",5514,4.3,1,NA,2,NA,0,"sap",0,3,0,934.820163983813,0,14777.9575947068,333.291564619341,28386.2766825372,959.363856589983,43214.6097154443,25.431792878105,"eric",2.7,3,1.12,5.11203319502075,482,"shrub-tree",5.78354286278221,10.6586356165068,8.13945505089441,4.46037520076746,76.222906075752,7.41660322089567,-0.0392736280167022
154.4,107,"FAGR",5652,3.3,1,4.8,1,0.1875,1,"sap",2,4,0,1245.07600047071,0,3491.66817696094,307.907495978336,17761.5831156924,307.907495978336,38028.9162398514,23.7362037007769,"ecm",4.75,1.5,1.5,4.15479452054795,146,"tree",6.53480376796197,12.9264363996229,7.60182353725899,2.66740697796483,92.3173316504162,6.99634170338854,0.032528680456913
154.4,107.1,"COFL",5653,3.1,1,3.7,1,0.075,1,"sap",0,6,0,1245.07600047071,0,3491.66817696094,0,18069.4906116708,158.367685667461,38336.8237358297,23.7198359500346,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.53490733665229,12.9279604306571,7.60149681243288,2.66794730675081,92.3188644028013,6.99524278449215,0.0325895860921443
154.4,145.7,"COFL",5763,9.1,1,9,1,-0.0125,1,"sap",1,1,0,2656.44435407756,0,9564.74376746844,0,20573.787633535,450.920647551377,39148.3992200132,21.6572640729987,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.51575302650567,13.0076578001939,7.53073409431943,2.76454664635735,91.8374530968494,6.48843697527028,0.0430462324829118
154.5,84.2,"COFL",5621,3.5,1,4.9,1,0.175,1,"sap",0,1,0,6287.52855902317,0,17866.7636377346,0,26186.4706746405,0,42523.4514776729,22.5192256343738,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.48654658993363,12.4053934564434,7.69543205055703,2.66732655500461,91.5656390014595,7.21400438529609,0.0183515088129689
154.5,110.1,"CECA",5654,3.9,1,6.4,1,0.3125,1,"sap",3,4,181.458391671346,0,181.458391671346,8297.07971581842,181.458391671346,21179.0782901021,181.458391671346,35716.1228521684,23.2194668937253,"am",3,4.05,1.31,2.75465367965368,924,"shrub-tree",6.53805063755071,12.9713052330701,7.59199934717135,2.68538041233221,92.3679630086287,6.96270478164837,0.0343233593345224
154.6,147.2,"LIST",5764,6.4,1,NA,3,NA,0,"sap",0,3,0,2878.11513171485,1333.16625847736,7803.18208076594,1459.84312825174,20282.2949591717,1694.90494457496,35522.349417295,22.1498788656258,"am",1.59,2.92,2.69,6.77647058823529,289,"tree",6.50941550023294,12.988784181329,7.52992989156827,2.75713185701651,91.7167552235033,6.4678219370641,0.0429077041634284
154.6,181.8,"COFL",5839,4.1,1,6.5,1,0.3,1,"sap",0,0,0,3886.30719212325,165.129963854314,11011.0544853648,165.129963854314,29681.8066610245,165.129963854314,47917.7545594458,26.5102405079405,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.20440283139841,12.1252134696112,7.56444889253002,2.35506046242899,86.3152363502521,5.90525636939284,0.0199823757809241
154.8,116.3,"OXAR",5692,2.4,1,2.7,1,0.0375,1,"seed",0,2,7.06858347057703,5293.08096647423,200.779186490924,11819.3627131886,442.210581919299,20911.7209013,442.210581919299,40551.8193442065,22.225228976441,"eric",2.7,3,1.12,5.11203319502075,482,"shrub-tree",6.52219135249905,13.0414112546971,7.57437223294614,2.72453557510379,92.1209927674299,6.8929782172141,0.0348166953971047
154.8,117.8,"CACR",5693,3,1,3.3,1,0.0375,1,"sap",1,4,0,7697.16118268891,0,11828.0413628941,0,20091.7966346396,0,39742.7257182193,21.9761725198517,"ecm",4.58,2.02,2.3,3.49686924493554,543,"shrub-tree",6.51350657773146,13.0540637693418,7.57056106235079,2.7335731816,91.9877849998784,6.87471350796163,0.0343657003048055
155,223.7,"COFL",5896,2.5,1,3.8,6,0.1625,1,"seed",1,2,8.55298599939821,3807.39038466508,346.823974974679,12175.8392315914,527.135685327465,21864.990068142,669.119965306456,49351.5067607094,27.3702892206654,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.03549032337246,10.1895221519334,7.72223747548215,2.32458244583358,81.9552870550457,5.17515104200698,-0.00142463519919248
155.1,98.8,"FAGR",5655,2.1,1,2.7,1,0.075,1,"seed",0,0,6.15752160103599,719.0634345169,364.786030971579,7672.0991272949,408.964677662685,17737.7384274517,408.964677662685,44111.6129578605,24.5593851776548,"ecm",4.75,1.5,1.5,4.15479452054795,146,"tree",6.54217350070662,12.7874420959498,7.63109759630005,2.63507139666504,92.4610234185005,7.08913092379257,0.0283747794608107
155.1,226.2,"ACRU",5931,2.5,1,3.7,6,0.15,1,"seed",0,3,10.7521008569111,2859.0770802341,144.678195679444,12055.6497506467,144.678195679444,22204.9261012237,162.718791492683,51756.9928396366,29.7040788876182,"am",3.44,1.84,3.08,3.79574468085106,1927,"tree",5.94095360159945,10.0719494472992,7.73530139597162,2.35672981026759,79.6816062346088,5.13231489767505,-0.00928113324921174
155.2,103.1,"CECA",5656,3.4,1,5.7,1,0.2875,1,"sap",1,6,0,1063.61760879936,181.458391671346,5486.57951199046,181.458391671346,23540.0872710361,181.458391671346,37134.1827981274,24.3626839595488,"am",3,4.05,1.31,2.75465367965368,924,"shrub-tree",6.54535916934116,12.870195727254,7.61502385210805,2.65025851844921,92.4908978312568,7.04618895960125,0.0309658229318781
155.2,143.4,"COFL",5734,4.9,1,5,1,0.0125,1,"sap",2,1,0,3667.25179037007,0,9143.19701122813,0,18187.0568627497,450.920647551377,35863.07084854,20.4960456863891,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.53109850616412,13.030541205488,7.53077668287537,2.78062977289315,92.114671987093,6.53061171154983,0.0435704993765703
155.2,223.4,"COFL",5897,2.1,1,3.3,6,0.15,1,"seed",1,2,8.55298599939821,2074.13444777142,346.823974974679,12175.8392315914,520.978163726429,21759.3068912753,669.119965306456,49833.0500826517,27.0022162937896,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.04613589725627,10.2148118362677,7.71993381652888,2.31608027135369,82.2209278499981,5.18214475215674,-0.000671553000038097
155.3,61,"COFL",5577,6.4,1,6.5,6,0.0125,1,"sap",1,4,0,784.267190042156,0,6542.86150194368,0,16356.9534783275,260.155287643771,37977.8653592305,28.266324379804,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.35173962947251,11.581871261229,7.82990939764224,3.10383050557139,88.6443175771463,7.3670999092803,0.00235407178799245
155.3,99.3,"FAGR",5657,2.8,1,4.6,1,0.225,1,"sap",0,5,0,629.017535083382,307.907495978336,6862.62851018932,307.907495978336,17333.4468688612,307.907495978336,42239.2551522475,24.5739033747052,"ecm",4.75,1.5,1.5,4.15479452054795,146,"tree",6.54646632924586,12.8000297035035,7.62916094153509,2.63671149302315,92.5248750085244,7.0861268100165,0.0288631315633531
155.4,182.1,"ACRU",5842,2.1,1,2.1,4,0,1,"seed",0,0,0,3507.72171542078,100.633066676115,12003.3029630563,100.633066676115,31345.9161436127,100.633066676115,50637.8947045749,26.5257960828401,"am",3.44,1.84,3.08,3.79574468085106,1927,"tree",6.21702297463192,12.132998187718,7.56317975462326,2.34841239151961,86.5899917653637,5.90767761668869,0.021221017490185
155.5,41.9,"COFL",5546,2,1,2.5,1,0.0625,1,"seed",0,0,0,1369.91503854273,316.900304949236,7354.66475159456,468.285800944095,18547.4917878961,558.182474726567,42976.1785410001,24.1524361848551,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.03623942567985,10.926024766735,7.96876944036684,3.77281309625052,82.0423171830169,7.42716128372806,-0.0173542865871584
155.6,153,"COFL",5768,6.3,1,6.4,1,0.0125000000000001,1,"sap",3,1,0,3036.49067136395,0,10415.1022129605,292.552961883916,17948.6256883055,292.552961883916,44518.1507551983,23.6937030829834,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.46771103607292,12.9018192521148,7.52791419777437,2.7184427554977,91.0118502450303,6.38859629665932,0.0406460114324252
155.6,231.3,"COFL",5933,3.2,1,3.8,1,0.075,1,"sap",3,5,0,1600.05240838145,0,7407.59273382591,130.698108370969,24302.4497063011,357.678177592832,49267.6890687117,35.6675518376746,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",5.73622009766425,9.86053765482212,7.76213834473894,2.42298165854926,74.4566670467913,5.04785163650475,-0.0266544645810474
155.8,97.3,"CAGL",5658,9.7,1,10.7,1,0.125,1,"sap",0,2,456.167107282872,629.017535083382,456.167107282872,9504.49587435422,456.167107282872,18068.0847489583,456.167107282872,38332.2134486106,24.5509699675135,"ecm",2.69,4,1.16,6.81511627906977,86,"tree",6.55667805354756,12.765042948145,7.63707725468787,2.63282666488821,92.690255725396,7.11080895169223,0.0282786535559946
155.8,211.4,"JUVI",5899,2.3,1,2.9,1,0.075,1,"seed",1,2,0,2327.52745722834,0,10918.3146702309,0,28424.4705952232,0,48795.5155468588,23.3289695505687,"am",1.28,4.65,1.19,3.83732928679818,659,"tree",6.38586057246755,10.8539027254917,7.6599583160708,2.19622010905929,89.2658524577397,5.39860595554572,0.025619987799799
155.9,69.9,"COFL",5594,5.3,1,NA,2,NA,0,"sap",2,1,0,0,0,5483.91701221654,0,21560.6247178806,0,41151.1959526032,25.6007230497042,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.44394957157963,11.9324621480952,7.77449224344101,2.87744709703956,90.501848318339,7.32662580577498,0.00937210475421036
155.9,159.5,"COFL",5769,3.4,1,NA,2,NA,0,"sap",3,4,0,3950.18362475237,292.552961883916,9837.56752748781,292.552961883916,23871.800185347,292.552961883916,42448.1160858398,25.0955400636297,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.39840960965835,12.7802622662182,7.52970896420031,2.65141456799884,89.8723660641981,6.28877941840322,0.035611275248882
155.9,174.9,"COFL",5806,8.6,1,8.5,1,-0.0125,1,"sap",1,3,0,3339.04960584955,165.129963854314,13275.7108196132,165.129963854314,29607.790738106,457.682925738229,47132.1836084524,26.3567137554239,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.2115426127269,12.3822930034463,7.54759575434203,2.44387466033311,86.6411958760942,6.03500903195908,0.022167116444531
156,34.3,"LIST",5547,12.5,1,NA,2,NA,0,"sap",0,1,537.982033963984,2014.20856790419,818.534111911187,5615.73038597953,818.534111911187,19465.5201391465,1985.38445530751,41173.7447338744,21.6262330524216,"am",1.59,2.92,2.69,6.77647058823529,289,"tree",5.94409617155855,10.7546207198511,8.03172733797694,4.06484031561185,79.961158216508,7.43900245563036,-0.0251961772881196
156,116.1,"COFL",5694,2.2,1,3.4,1,0.15,1,"seed",1,1,8.55298599939821,2759.56713293164,24.1431395428376,11988.7416811069,461.437128959269,19861.5414550764,701.234896207778,42016.8539543183,22.9439329866794,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.5369577612496,13.0437940738151,7.57432361487491,2.72851840818614,92.3520536110193,6.90730374041089,0.0356977011564187
156.1,153.6,"COFL",5770,2.5,1,NA,4,NA,1,"seed",1,0,101.834725866113,3064.56080172377,258.490243537368,10604.8858251639,679.110229944872,18832.7405468604,923.125585330825,42951.9254457144,23.6471344716409,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.46455393166523,12.8913715795574,7.52722500271275,2.71545959945659,90.9721624469484,6.38410832819856,0.0404087216676185
156.2,74.4,"COFL",5595,8.2,1,NA,2,NA,0,"sap",3,1,0,0,0,12749.8160633839,0,24736.3193597251,0,45987.8820463272,24.5609319891488,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",6.47202301665769,12.1038879320387,7.74848298907608,2.79037113794859,91.1074657141621,7.30163934882613,0.0123776480381137
156.3,118.6,"CECA",5695,2.6,1,4.1,1,0.1875,1,"sap",0,5,0,2120.98344821808,0,13090.215481382,181.458391671346,20467.7431735131,181.458391671346,39677.0664317593,22.9047177189913,"am",3,4.05,1.31,2.75465367965368,924,"shrub-tree",6.52095245948807,13.0633646562313,7.56779391939654,2.74537231221239,92.1056847529542,6.87973796906614,0.0345557354814631
156.4,28.1,"COFL",5516,4.7,1,5.3,1,0.075,1,"sap",0,1,0,1919.02616448206,0,10542.4702331187,0,27521.050649812,260.155287643771,45416.9604133903,23.5911178131269,"am",4.87,2.92,1.1,3.82114882506527,2681,"shrub-tree",5.87548713718859,10.6700742038942,8.0860551643338,4.28943351970872,78.4416450303265,7.44174317131256,-0.0313290096016594
